Date,Close
12/02/19,1638.01
13/02/19,1640
14/02/19,1622.65
15/02/19,1607.95
19/02/19,1627.58
20/02/19,1622.1
21/02/19,1619.44
22/02/19,1631.56
25/02/19,1633
26/02/19,1636.4
27/02/19,1641.09
28/02/19,1639.83
01/03/19,1671.73
04/03/19,1696.17
05/03/19,1692.43
06/03/19,1668.95
07/03/19,1625.95
08/03/19,1620.8
11/03/19,1670.62
12/03/19,1673.1
13/03/19,1690.81
14/03/19,1686.22
15/03/19,1712.36
18/03/19,1742.15
19/03/19,1761.85
20/03/19,1797.27
21/03/19,1819.26
22/03/19,1764.77
25/03/19,1774.26
26/03/19,1783.76
27/03/19,1765.7
28/03/19,1773.42
29/03/19,1780.75
01/04/19,1814.19
02/04/19,1813.98
03/04/19,1820.7
04/04/19,1818.86
05/04/19,1837.28
08/04/19,1849.86
09/04/19,1835.84
10/04/19,1847.33
11/04/19,1844.07
12/04/19,1843.06
15/04/19,1844.87
16/04/19,1863.04
17/04/19,1864.82
18/04/19,1861.69
22/04/19,1887.31
23/04/19,1923.77
24/04/19,1901.75
25/04/19,1902.25
26/04/19,1950.63
29/04/19,1938.43
30/04/19,1926.52
01/05/19,1911.52
02/05/19,1900.82
03/05/19,1962.46
06/05/19,1950.55
07/05/19,1921
08/05/19,1917.77
09/05/19,1899.87
10/05/19,1889.98
13/05/19,1822.68